一级单位,二级单位,三级单位,清单ID,排放源名称,清单属性,上级排放源序号,上级排放源名称,上级排放源编号
原料烧结厂,原料烧结厂五车间,5#烧结,JSSG_QD_YS5_1482,RC-1皮带机尾受料点2,简单运输,上级排放源名称1,5#烧结Z2-2皮带机西机头卸料点,JSSG_QD_YS5_1385
原料烧结厂,原料烧结厂五车间,5#烧结,JSSG_QD_YS5_1483,大烟道散料斗F201双层卸灰阀卸料至S-3皮带,简单运输,上级排放源名称1,5#烧结机,JSSG_QD_YS5_2033
原料烧结厂,原料烧结厂五车间,5#烧结,JSSG_QD_YS5_1484,大烟道散料斗F202双层卸灰阀卸料至S-3皮带,简单运输,上级排放源名称1,5#烧结机,JSSG_QD_YS5_2033
原料烧结厂,原料烧结厂五车间,5#烧结,JSSG_QD_YS5_1485,大烟道散料斗F203双层卸灰阀卸料至S-3皮带,简单运输,上级排放源名称1,5#烧结机,JSSG_QD_YS5_2033
原料烧结厂,原料烧结厂五车间,5#烧结,JSSG_QD_YS5_1486,大烟道散料斗F204双层卸灰阀卸料至S-3皮带,简单运输,上级排放源名称1,5#烧结机,JSSG_QD_YS5_2033
原料烧结厂,原料烧结厂五车间,5#烧结,JSSG_QD_YS5_1487,大烟道散料斗F205双层卸灰阀卸料至S-3皮带,简单运输,上级排放源名称1,5#烧结机,JSSG_QD_YS5_2033
原料烧结厂,原料烧结厂五车间,5#烧结,JSSG_QD_YS5_1488,大烟道散料斗F206双层卸灰阀卸料至S-3皮带,简单运输,上级排放源名称1,5#烧结机,JSSG_QD_YS5_2033
原料烧结厂,原料烧结厂五车间,5#烧结,JSSG_QD_YS5_1489,大烟道散料斗F207双层卸灰阀卸料至S-3皮带,简单运输,上级排放源名称1,5#烧结机,JSSG_QD_YS5_2033
原料烧结厂,原料烧结厂五车间,5#烧结,JSSG_QD_YS5_1490,大烟道散料斗F208双层卸灰阀卸料至S-3皮带,简单运输,上级排放源名称1,5#烧结机,JSSG_QD_YS5_2033
原料烧结厂,原料烧结厂五车间,5#烧结,JSSG_QD_YS5_1491,大烟道散料斗F209双层卸灰阀卸料至S-3皮带,简单运输,上级排放源名称1,5#烧结机,JSSG_QD_YS5_2033
原料烧结厂,原料烧结厂五车间,5#烧结,JSSG_QD_YS5_1492,大烟道散料斗F210双层卸灰阀卸料至S-3皮带,简单运输,上级排放源名称1,5#烧结机,JSSG_QD_YS5_2033
原料烧结厂,原料烧结厂五车间,5#烧结,JSSG_QD_YS5_1493,大烟道散料斗F211双层卸灰阀卸料至S-3皮带,简单运输,上级排放源名称1,5#烧结机,JSSG_QD_YS5_2033
原料烧结厂,原料烧结厂五车间,5#烧结,JSSG_QD_YS5_1494,大烟道散料斗F212双层卸灰阀卸料至S-3皮带,简单运输,上级排放源名称1,5#烧结机,JSSG_QD_YS5_2033
原料烧结厂,原料烧结厂五车间,5#烧结,JSSG_QD_YS5_1495,大烟道散料斗F213双层卸灰阀卸料至S-3皮带,简单运输,上级排放源名称1,5#烧结机,JSSG_QD_YS5_2033
原料烧结厂,原料烧结厂五车间,5#烧结,JSSG_QD_YS5_1496,大烟道散料斗F214双层卸灰阀卸料至S-3皮带,简单运输,上级排放源名称1,5#烧结机,JSSG_QD_YS5_2033
原料烧结厂,原料烧结厂五车间,5#烧结,JSSG_QD_YS5_1497,大烟道散料斗F215双层卸灰阀卸料至S-3皮带,简单运输,上级排放源名称1,5#烧结机,JSSG_QD_YS5_2033
原料烧结厂,原料烧结厂五车间,5#烧结,JSSG_QD_YS5_1498,大烟道散料斗F216双层卸灰阀卸料至S-3皮带,简单运输,上级排放源名称1,5#烧结机,JSSG_QD_YS5_2033
原料烧结厂,原料烧结厂五车间,5#烧结,JSSG_QD_YS5_1499,大烟道散料斗F217双层卸灰阀卸料至S-3皮带,简单运输,上级排放源名称1,5#烧结机,JSSG_QD_YS5_2033
原料烧结厂,原料烧结厂五车间,5#烧结,JSSG_QD_YS5_1500,13号生石灰仓打灰处,简单运输,上级排放源名称1,气力输送,JSSG_QD_YS5_0000
原料烧结厂,原料烧结厂五车间,5#烧结,JSSG_QD_YS5_1501,12号生石灰仓打灰处,简单运输,上级排放源名称1,气力输送,JSSG_QD_YS5_0000
原料烧结厂,原料烧结厂五车间,5#烧结,JSSG_QD_YS5_1719,@YS5_5S_配料室1#仓,料仓,上级排放源名称1,1号仓入口,JSSG_QD_YS5_1354
原料烧结厂,原料烧结厂五车间,5#烧结,JSSG_QD_YS5_1502,5#烧结配料室1#圆盘下料口,简单运输,上级排放源名称1,@YS5_5S_配料室1#仓,JSSG_QD_YS5_1719
原料烧结厂,原料烧结厂五车间,5#烧结,JSSG_QD_YS5_1720,@YS5_5S_配料室2#仓,料仓,上级排放源名称1,2号仓入口,JSSG_QD_YS5_1355
原料烧结厂,原料烧结厂五车间,5#烧结,JSSG_QD_YS5_1503,5#烧结配料室2#圆盘下料口,简单运输,上级排放源名称1,@YS5_5S_配料室2#仓,JSSG_QD_YS5_1720
原料烧结厂,原料烧结厂五车间,5#烧结,JSSG_QD_YS5_1721,@YS5_5S_配料室3#仓,料仓,上级排放源名称1,3号仓入口,JSSG_QD_YS5_1356
原料烧结厂,原料烧结厂五车间,5#烧结,JSSG_QD_YS5_1504,5#烧结配料室3#圆盘下料口,简单运输,上级排放源名称1,@YS5_5S_配料室3#仓,JSSG_QD_YS5_1721
原料烧结厂,原料烧结厂五车间,5#烧结,JSSG_QD_YS5_1722,@YS5_5S_配料室4#仓,料仓,上级排放源名称1,4号仓入口,JSSG_QD_YS5_1357
原料烧结厂,原料烧结厂五车间,5#烧结,JSSG_QD_YS5_1505,5#烧结配料室4#圆盘下料口,简单运输,上级排放源名称1,@YS5_5S_配料室4#仓,JSSG_QD_YS5_1722
原料烧结厂,原料烧结厂五车间,5#烧结,JSSG_QD_YS5_1723,@YS5_5S_配料室5#仓,料仓,上级排放源名称1,5号仓入口,JSSG_QD_YS5_1358
原料烧结厂,原料烧结厂五车间,5#烧结,JSSG_QD_YS5_1506,5#烧结配料室5#圆盘下料口,简单运输,上级排放源名称1,@YS5_5S_配料室5#仓,JSSG_QD_YS5_1723
原料烧结厂,原料烧结厂五车间,5#烧结,JSSG_QD_YS5_1724,@YS5_5S_配料室6#仓,料仓,上级排放源名称1,6号仓入口,JSSG_QD_YS5_1359
原料烧结厂,原料烧结厂五车间,5#烧结,JSSG_QD_YS5_1507,5#烧结配料室6#圆盘下料口,简单运输,上级排放源名称1,@YS5_5S_配料室6#仓,JSSG_QD_YS5_1724
原料烧结厂,原料烧结厂五车间,5#烧结,JSSG_QD_YS5_1508,5#烧结配料室1#电子秤下料口,简单运输,上级排放源名称1,5#烧结配料室1#圆盘下料口,JSSG_QD_YS5_1502
原料烧结厂,原料烧结厂五车间,5#烧结,JSSG_QD_YS5_1509,5#烧结配料室2#电子秤下料口,简单运输,上级排放源名称1,5#烧结配料室2#圆盘下料口,JSSG_QD_YS5_1503
原料烧结厂,原料烧结厂五车间,5#烧结,JSSG_QD_YS5_1510,5#烧结配料室3#电子秤下料口,简单运输,上级排放源名称1,5#烧结配料室3#圆盘下料口,JSSG_QD_YS5_1504
原料烧结厂,原料烧结厂五车间,5#烧结,JSSG_QD_YS5_1511,5#烧结配料室4#电子秤下料口,简单运输,上级排放源名称1,5#烧结配料室4#圆盘下料口,JSSG_QD_YS5_1505
原料烧结厂,原料烧结厂五车间,5#烧结,JSSG_QD_YS5_1512,5#烧结配料室5#电子秤下料口,简单运输,上级排放源名称1,5#烧结配料室5#圆盘下料口,JSSG_QD_YS5_1506
原料烧结厂,原料烧结厂五车间,5#烧结,JSSG_QD_YS5_1513,5#烧结配料室6#电子秤下料口,简单运输,上级排放源名称1,5#烧结配料室6#圆盘下料口,JSSG_QD_YS5_1507
原料烧结厂,原料烧结厂五车间,5#烧结,JSSG_QD_YS5_1514,5#烧结H1-1胶带机受料点（1#电子秤）,简单运输,上级排放源名称1,5#烧结配料室1#电子秤下料口,JSSG_QD_YS5_1508
原料烧结厂,原料烧结厂五车间,5#烧结,JSSG_QD_YS5_1515,5#烧结H1-1胶带机受料点（2#电子秤）,简单运输,上级排放源名称1,5#烧结配料室2#电子秤下料口,JSSG_QD_YS5_1509
原料烧结厂,原料烧结厂五车间,5#烧结,JSSG_QD_YS5_1516,5#烧结H1-1胶带机受料点（3#电子秤）,简单运输,上级排放源名称1,5#烧结配料室3#电子秤下料口,JSSG_QD_YS5_1510
原料烧结厂,原料烧结厂五车间,5#烧结,JSSG_QD_YS5_1517,5#烧结H1-1胶带机受料点（4#电子秤）,简单运输,上级排放源名称1,5#烧结配料室4#电子秤下料口,JSSG_QD_YS5_1511
原料烧结厂,原料烧结厂五车间,5#烧结,JSSG_QD_YS5_1518,5#烧结H1-1胶带机受料点（5#电子秤）,简单运输,上级排放源名称1,5#烧结配料室5#电子秤下料口,JSSG_QD_YS5_1512
原料烧结厂,原料烧结厂五车间,5#烧结,JSSG_QD_YS5_1519,5#烧结H1-1胶带机受料点（6#电子秤）,简单运输,上级排放源名称1,5#烧结配料室6#电子秤下料口,JSSG_QD_YS5_1513
原料烧结厂,原料烧结厂五车间,5#烧结,JSSG_QD_YS5_1725,@YS5_5S_配料室7A#仓,料仓,上级排放源名称1,7号仓入口,JSSG_QD_YS5_1360
原料烧结厂,原料烧结厂五车间,5#烧结,JSSG_QD_YS5_1520,5#烧结配料室7#A仓卸料至7#A电子秤,简单运输,上级排放源名称1,@YS5_5S_配料室7A#仓,JSSG_QD_YS5_1725
原料烧结厂,原料烧结厂五车间,5#烧结,JSSG_QD_YS5_1726,@YS5_5S_配料室7B#仓,料仓,上级排放源名称1,7号仓入口,JSSG_QD_YS5_1360
原料烧结厂,原料烧结厂五车间,5#烧结,JSSG_QD_YS5_1521,5#烧结配料室7#B仓卸料至7#B电子秤,简单运输,上级排放源名称1,@YS5_5S_配料室7B#仓,JSSG_QD_YS5_1726
原料烧结厂,原料烧结厂五车间,5#烧结,JSSG_QD_YS5_1727,@YS5_5S_配料室8#仓,料仓,上级排放源名称1,8号仓入口,JSSG_QD_YS5_1361
原料烧结厂,原料烧结厂五车间,5#烧结,JSSG_QD_YS5_1522,5#烧结配料室8#仓卸料至8#电子秤,简单运输,上级排放源名称1,@YS5_5S_配料室8#仓,JSSG_QD_YS5_1727
原料烧结厂,原料烧结厂五车间,5#烧结,JSSG_QD_YS5_1728,@YS5_5S_配料室9#仓,料仓,上级排放源名称1,9号仓入口,JSSG_QD_YS5_1362
原料烧结厂,原料烧结厂五车间,5#烧结,JSSG_QD_YS5_1523,5#烧结配料室9#仓卸料至9#电子秤,简单运输,上级排放源名称1,@YS5_5S_配料室9#仓,JSSG_QD_YS5_1728
原料烧结厂,原料烧结厂五车间,5#烧结,JSSG_QD_YS5_1729,@YS5_5S_配料室10#仓,料仓,上级排放源名称1,10号仓入口,JSSG_QD_YS5_1363
原料烧结厂,原料烧结厂五车间,5#烧结,JSSG_QD_YS5_1524,5#烧结配料室10#仓卸料至10#电子秤,简单运输,上级排放源名称1,@YS5_5S_配料室10#仓,JSSG_QD_YS5_1729
原料烧结厂,原料烧结厂五车间,5#烧结,JSSG_QD_YS5_1730,@YS5_5S_配料室11#仓,料仓,上级排放源名称1,11号仓入口,JSSG_QD_YS5_1364
原料烧结厂,原料烧结厂五车间,5#烧结,JSSG_QD_YS5_1525,5#烧结配料室11#仓卸料至11#电子秤,简单运输,上级排放源名称1,@YS5_5S_配料室11#仓,JSSG_QD_YS5_1730
原料烧结厂,原料烧结厂五车间,5#烧结,JSSG_QD_YS5_1731,@YS5_5S_配料室12#仓,料仓,上级排放源名称1,12号生石灰仓入口,JSSG_QD_YS5_1353
原料烧结厂,原料烧结厂五车间,5#烧结,JSSG_QD_YS5_1526,5#烧结配料室12#仓卸料至12#电子秤,简单运输,上级排放源名称1,@YS5_5S_配料室12#仓,JSSG_QD_YS5_1731
原料烧结厂,原料烧结厂五车间,5#烧结,JSSG_QD_YS5_1732,@YS5_5S_配料室13#仓,料仓,上级排放源名称1,13号生石灰仓入口,JSSG_QD_YS5_1352
原料烧结厂,原料烧结厂五车间,5#烧结,JSSG_QD_YS5_1527,5#烧结配料室13#仓卸料至13#电子秤,简单运输,上级排放源名称1,@YS5_5S_配料室13#仓,JSSG_QD_YS5_1732
原料烧结厂,原料烧结厂五车间,5#烧结,JSSG_QD_YS5_1733,@YS5_5S_配料室14#仓,料仓,上级排放源名称1,14号焦粉仓入口,JSSG_QD_YS5_1350
原料烧结厂,原料烧结厂五车间,5#烧结,JSSG_QD_YS5_1528,5#烧结配料室14#仓卸料至14#电子秤,简单运输,上级排放源名称1,@YS5_5S_配料室14#仓,JSSG_QD_YS5_1733
原料烧结厂,原料烧结厂五车间,5#烧结,JSSG_QD_YS5_1734,@YS5_5S_配料室15#仓,料仓,上级排放源名称1,15号焦粉仓入口,JSSG_QD_YS5_1351
原料烧结厂,原料烧结厂五车间,5#烧结,JSSG_QD_YS5_1529,5#烧结配料室15#仓卸料至15#电子秤,简单运输,上级排放源名称1,@YS5_5S_配料室15#仓,JSSG_QD_YS5_1734
原料烧结厂,原料烧结厂五车间,5#烧结,JSSG_QD_YS5_1530,5#烧结配料室7#A电子秤下料口,简单运输,上级排放源名称1,5#烧结配料室7#A仓卸料至7#A电子秤,JSSG_QD_YS5_1520
原料烧结厂,原料烧结厂五车间,5#烧结,JSSG_QD_YS5_1531,5#烧结配料室7#B电子秤下料口,简单运输,上级排放源名称1,5#烧结配料室7#B仓卸料至7#B电子秤,JSSG_QD_YS5_1521
原料烧结厂,原料烧结厂五车间,5#烧结,JSSG_QD_YS5_1532,5#烧结配料室8#电子秤下料口,简单运输,上级排放源名称1,5#烧结配料室8#仓卸料至8#电子秤,JSSG_QD_YS5_1522
原料烧结厂,原料烧结厂五车间,5#烧结,JSSG_QD_YS5_1533,5#烧结配料室9#电子秤下料口,简单运输,上级排放源名称1,5#烧结配料室9#仓卸料至9#电子秤,JSSG_QD_YS5_1523
原料烧结厂,原料烧结厂五车间,5#烧结,JSSG_QD_YS5_1534,5#烧结配料室10#电子秤下料口,简单运输,上级排放源名称1,5#烧结配料室10#仓卸料至10#电子秤,JSSG_QD_YS5_1524
原料烧结厂,原料烧结厂五车间,5#烧结,JSSG_QD_YS5_1535,5#烧结配料室11#电子秤下料口,简单运输,上级排放源名称1,5#烧结配料室11#仓卸料至11#电子秤,JSSG_QD_YS5_1525
原料烧结厂,原料烧结厂五车间,5#烧结,JSSG_QD_YS5_1536,5#烧结配料室12#电子秤下料口,简单运输,上级排放源名称1,5#烧结配料室12#仓卸料至12#电子秤,JSSG_QD_YS5_1526
原料烧结厂,原料烧结厂五车间,5#烧结,JSSG_QD_YS5_1537,5#烧结配料室13#电子秤下料口,简单运输,上级排放源名称1,5#烧结配料室13#仓卸料至13#电子秤,JSSG_QD_YS5_1527
原料烧结厂,原料烧结厂五车间,5#烧结,JSSG_QD_YS5_1538,5#烧结配料室14#电子秤下料口,简单运输,上级排放源名称1,5#烧结配料室14#仓卸料至14#电子秤,JSSG_QD_YS5_1528
原料烧结厂,原料烧结厂五车间,5#烧结,JSSG_QD_YS5_1539,5#烧结配料室15#电子秤下料口,简单运输,上级排放源名称1,5#烧结配料室15#仓卸料至15#电子秤,JSSG_QD_YS5_1529
原料烧结厂,原料烧结厂五车间,5#烧结,JSSG_QD_YS5_1540,5#烧结H1-1胶带机受料点（7#A电子秤）,简单运输,上级排放源名称1,5#烧结配料室7#A电子秤下料口,JSSG_QD_YS5_1530
原料烧结厂,原料烧结厂五车间,5#烧结,JSSG_QD_YS5_1541,5#烧结H1-1胶带机受料点（7#B电子秤）,简单运输,上级排放源名称1,5#烧结配料室7#B电子秤下料口,JSSG_QD_YS5_1531
原料烧结厂,原料烧结厂五车间,5#烧结,JSSG_QD_YS5_1542,5#烧结H1-1胶带机受料点（8#电子秤）,简单运输,上级排放源名称1,5#烧结配料室8#电子秤下料口,JSSG_QD_YS5_1532
原料烧结厂,原料烧结厂五车间,5#烧结,JSSG_QD_YS5_1543,5#烧结H1-1胶带机受料点（9#电子秤）,简单运输,上级排放源名称1,5#烧结配料室9#电子秤下料口,JSSG_QD_YS5_1533
原料烧结厂,原料烧结厂五车间,5#烧结,JSSG_QD_YS5_1544,5#烧结H1-1胶带机受料点（10#电子秤）,简单运输,上级排放源名称1,5#烧结配料室10#电子秤下料口,JSSG_QD_YS5_1534
原料烧结厂,原料烧结厂五车间,5#烧结,JSSG_QD_YS5_1545,5#烧结H1-1胶带机受料点（11#电子秤）,简单运输,上级排放源名称1,5#烧结配料室11#电子秤下料口,JSSG_QD_YS5_1535
原料烧结厂,原料烧结厂五车间,5#烧结,JSSG_QD_YS5_1546,5#烧结H1-1胶带机受料点（12#电子秤）,简单运输,上级排放源名称1,5#烧结配料室12#电子秤下料口,JSSG_QD_YS5_1536
原料烧结厂,原料烧结厂五车间,5#烧结,JSSG_QD_YS5_1547,5#烧结H1-1胶带机受料点（13#电子秤）,简单运输,上级排放源名称1,5#烧结配料室13#电子秤下料口,JSSG_QD_YS5_1537
原料烧结厂,原料烧结厂五车间,5#烧结,JSSG_QD_YS5_1548,5#烧结H1-1胶带机受料点（14#电子秤）,简单运输,上级排放源名称1,5#烧结配料室14#电子秤下料口,JSSG_QD_YS5_1538
原料烧结厂,原料烧结厂五车间,5#烧结,JSSG_QD_YS5_1549,5#烧结H1-1胶带机受料点（15#电子秤）,简单运输,上级排放源名称1,5#烧结配料室15#电子秤下料口,JSSG_QD_YS5_1539
原料烧结厂,原料烧结厂五车间,5#烧结,JSSG_QD_YS5_1550,RP-5胶带机机头卸料点,简单运输,上级排放源名称1,RP-5胶带机受料点,JSSG_QD_YS5_1554
原料烧结厂,原料烧结厂五车间,5#烧结,JSSG_QD_YS5_1551,RP-6胶带机机头卸料点,简单运输,上级排放源名称1,RP-6胶带机受料点,JSSG_QD_YS5_1555
原料烧结厂,原料烧结厂五车间,5#烧结,JSSG_QD_YS5_1552,RP-9胶带机机头卸料点,简单运输,上级排放源名称1,RP-9胶带机受料点,JSSG_QD_YS5_1556
原料烧结厂,原料烧结厂五车间,5#烧结,JSSG_QD_YS5_1553,RP-10胶带机机头卸料点,简单运输,上级排放源名称1,RP-10胶带机受料点,JSSG_QD_YS5_1557
原料烧结厂,原料烧结厂五车间,5#烧结,JSSG_QD_YS5_1554,RP-5胶带机受料点,简单运输,上级排放源名称1,1号对辊破碎机,JSSG_QD_YS5_2025
原料烧结厂,原料烧结厂五车间,5#烧结,JSSG_QD_YS5_1555,RP-6胶带机受料点,简单运输,上级排放源名称1,2号对辊破碎机,JSSG_QD_YS5_2026
原料烧结厂,原料烧结厂五车间,5#烧结,JSSG_QD_YS5_1556,RP-9胶带机受料点,简单运输,上级排放源名称1,3号对辊破碎机,JSSG_QD_YS5_2027
原料烧结厂,原料烧结厂五车间,5#烧结,JSSG_QD_YS5_1557,RP-10胶带机受料点,简单运输,上级排放源名称1,4号对辊破碎机,JSSG_QD_YS5_2028
原料烧结厂,原料烧结厂五车间,5#烧结,JSSG_QD_YS5_1558,1号燃料仓卸料至RP-3皮带,简单运输,上级排放源名称1,@YS5_5S_燃料1#仓,JSSG_QD_YS5_1735
原料烧结厂,原料烧结厂五车间,5#烧结,JSSG_QD_YS5_1559,2号燃料仓卸料至RP-4皮带,简单运输,上级排放源名称1,@YS5_5S_燃料2#仓,JSSG_QD_YS5_1736
原料烧结厂,原料烧结厂五车间,5#烧结,JSSG_QD_YS5_1560,3号燃料仓卸料至RP-7皮带,简单运输,上级排放源名称1,@YS5_5S_燃料3#仓,JSSG_QD_YS5_1737
原料烧结厂,原料烧结厂五车间,5#烧结,JSSG_QD_YS5_1561,4号燃料仓卸料至RP-8皮带,简单运输,上级排放源名称1,@YS5_5S_燃料4#仓,JSSG_QD_YS5_1738
原料烧结厂,原料烧结厂五车间,5#烧结,JSSG_QD_YS5_1562,RP-3胶带机机头卸料点,简单运输,上级排放源名称1,1号燃料仓卸料至RP-3皮带,JSSG_QD_YS5_1558
原料烧结厂,原料烧结厂五车间,5#烧结,JSSG_QD_YS5_1563,RP-4胶带机机头卸料点,简单运输,上级排放源名称1,2号燃料仓卸料至RP-4皮带,JSSG_QD_YS5_1559
原料烧结厂,原料烧结厂五车间,5#烧结,JSSG_QD_YS5_1564,RP-7胶带机机头卸料点,简单运输,上级排放源名称1,3号燃料仓卸料至RP-7皮带,JSSG_QD_YS5_1560
原料烧结厂,原料烧结厂五车间,5#烧结,JSSG_QD_YS5_1565,RP-8胶带机机头卸料点,简单运输,上级排放源名称1,4号燃料仓卸料至RP-8皮带,JSSG_QD_YS5_1561
原料烧结厂,原料烧结厂五车间,5#烧结,JSSG_QD_YS5_1566,RP-2北卸料点,简单运输,上级排放源名称1,RP-2受料点,JSSG_QD_YS5_1568
原料烧结厂,原料烧结厂五车间,5#烧结,JSSG_QD_YS5_1567,RP-2南卸料点,简单运输,上级排放源名称1,RP-2受料点,JSSG_QD_YS5_1568
原料烧结厂,原料烧结厂五车间,5#烧结,JSSG_QD_YS5_1568,RP-2受料点,简单运输,上级排放源名称1,RP-1胶带机机头卸料点,JSSG_QD_YS5_1573
原料烧结厂,原料烧结厂五车间,5#烧结,JSSG_QD_YS5_1569,1号燃料仓入口,简单运输,上级排放源名称1,RP-2北卸料点,JSSG_QD_YS5_1566
原料烧结厂,原料烧结厂五车间,5#烧结,JSSG_QD_YS5_1570,2号燃料仓入口,简单运输,上级排放源名称1,RP-2北卸料点,JSSG_QD_YS5_1566
原料烧结厂,原料烧结厂五车间,5#烧结,JSSG_QD_YS5_1571,3号燃料仓入口,简单运输,上级排放源名称1,RP-2南卸料点,JSSG_QD_YS5_1567
原料烧结厂,原料烧结厂五车间,5#烧结,JSSG_QD_YS5_1572,4号燃料仓入口,简单运输,上级排放源名称1,RP-2南卸料点,JSSG_QD_YS5_1567
原料烧结厂,原料烧结厂五车间,5#烧结,JSSG_QD_YS5_1573,RP-1胶带机机头卸料点,简单运输,上级排放源名称1,燃料仓库1#仓振动给料机至RP-1,JSSG_QD_YS5_1407
原料烧结厂,原料烧结厂五车间,5#烧结,JSSG_QD_YS5_1574,Z3-1G皮带受料点1（1号四辊破碎机出口）,简单运输,上级排放源名称1,1号四辊破碎机,JSSG_QD_YS5_2021
原料烧结厂,原料烧结厂五车间,5#烧结,JSSG_QD_YS5_1575,Z3-1G皮带受料点2（2号四辊破碎机出口）,简单运输,上级排放源名称1,2号四辊破碎机,JSSG_QD_YS5_2022
原料烧结厂,原料烧结厂五车间,5#烧结,JSSG_QD_YS5_1576,Z3-1G皮带受料点3（3号四辊破碎机出口）,简单运输,上级排放源名称1,3号四辊破碎机,JSSG_QD_YS5_2023
原料烧结厂,原料烧结厂五车间,5#烧结,JSSG_QD_YS5_1577,Z3-1G皮带受料点4（4号四辊破碎机出口）,简单运输,上级排放源名称1,4号四辊破碎机,JSSG_QD_YS5_2024
原料烧结厂,原料烧结厂五车间,5#烧结,JSSG_QD_YS5_1578,1号四辊破碎机入口,简单运输,上级排放源名称1,RP-5胶带机机头卸料点,JSSG_QD_YS5_1550
原料烧结厂,原料烧结厂五车间,5#烧结,JSSG_QD_YS5_1579,2号四辊破碎机入口,简单运输,上级排放源名称1,RP-6胶带机机头卸料点,JSSG_QD_YS5_1551
原料烧结厂,原料烧结厂五车间,5#烧结,JSSG_QD_YS5_1580,3号四辊破碎机入口,简单运输,上级排放源名称1,RP-9胶带机机头卸料点,JSSG_QD_YS5_1552
原料烧结厂,原料烧结厂五车间,5#烧结,JSSG_QD_YS5_1581,4号四辊破碎机入口,简单运输,上级排放源名称1,RP-10胶带机机头卸料点,JSSG_QD_YS5_1553
原料烧结厂,原料烧结厂五车间,5#烧结,JSSG_QD_YS5_1582,1号对辊破碎机入口,简单运输,上级排放源名称1,RP-3胶带机机头卸料点,JSSG_QD_YS5_1562
原料烧结厂,原料烧结厂五车间,5#烧结,JSSG_QD_YS5_1583,2号对辊破碎机入口,简单运输,上级排放源名称1,RP-4胶带机机头卸料点,JSSG_QD_YS5_1563
原料烧结厂,原料烧结厂五车间,5#烧结,JSSG_QD_YS5_1584,3号对辊破碎机入口,简单运输,上级排放源名称1,RP-7胶带机机头卸料点,JSSG_QD_YS5_1564
原料烧结厂,原料烧结厂五车间,5#烧结,JSSG_QD_YS5_1585,4号对辊破碎机入口,简单运输,上级排放源名称1,RP-8胶带机机头卸料点,JSSG_QD_YS5_1565
原料烧结厂,原料烧结厂五车间,5#烧结,JSSG_QD_YS5_1586,LS-2机尾受料点,简单运输,上级排放源名称1,5#烧结Z6-1皮带机机头卸料点,JSSG_QD_YS5_1603
原料烧结厂,原料烧结厂五车间,5#烧结,JSSG_QD_YS5_1587,LS-1机尾受料点,简单运输,上级排放源名称1,5#烧结Z6-1皮带机机头卸料点,JSSG_QD_YS5_1603
原料烧结厂,原料烧结厂五车间,5#烧结,JSSG_QD_YS5_1588,5#烧结Z5-1皮带机机头卸料点,简单运输,上级排放源名称1,5#烧结Z5-1皮带机受料点（S-4）,JSSG_QD_YS5_1591
原料烧结厂,原料烧结厂五车间,5#烧结,JSSG_QD_YS5_1589,5#烧结Z6-2皮带机机头卸料点,简单运输,上级排放源名称1,5#烧结Z6-2皮带机受料点,JSSG_QD_YS5_1464
原料烧结厂,原料烧结厂五车间,5#烧结,JSSG_QD_YS5_1590,S-4机头卸料点,简单运输,上级排放源名称1,大烟道散料斗F101双层卸灰阀卸料至S-4皮带,JSSG_QD_YS5_1669
原料烧结厂,原料烧结厂五车间,5#烧结,JSSG_QD_YS5_1591,5#烧结Z5-1皮带机受料点（S-4）,简单运输,上级排放源名称1,S-4机头卸料点,JSSG_QD_YS5_1590
原料烧结厂,原料烧结厂五车间,5#烧结,JSSG_QD_YS5_1592,S-3机头卸料点,简单运输,上级排放源名称1,大烟道散料斗F201双层卸灰阀卸料至S-3皮带,JSSG_QD_YS5_1483
原料烧结厂,原料烧结厂五车间,5#烧结,JSSG_QD_YS5_1593,5#烧结Z5-1皮带机受料点（S-3）,简单运输,上级排放源名称1,S-3机头卸料点,JSSG_QD_YS5_1592
原料烧结厂,原料烧结厂五车间,5#烧结,JSSG_QD_YS5_1594,5#烧结Z5-1皮带机受料点（机头除尘器卸灰）,简单运输,上级排放源名称1,机头除尘,JSSG_QD_YS5_0000
原料烧结厂,原料烧结厂五车间,5#烧结,JSSG_QD_YS5_1595,5#烧结H1-1皮带机受料点（Z5-1）,简单运输,上级排放源名称1,5#烧结Z5-1皮带机机头卸料点,JSSG_QD_YS5_1588
原料烧结厂,原料烧结厂五车间,5#烧结,JSSG_QD_YS5_1596,5#烧结H1-1皮带机受料点（配料除尘灰）,简单运输,上级排放源名称1,配料除尘,JSSG_QD_YS5_0000
原料烧结厂,原料烧结厂五车间,5#烧结,JSSG_QD_YS5_1597,5#烧结H1-1皮带机至一混,简单运输,上级排放源名称1,5#烧结H1-1胶带机受料点（1#电子秤）,JSSG_QD_YS5_1514
原料烧结厂,原料烧结厂五车间,5#烧结,JSSG_QD_YS5_1598,一次混合机入口清理溜槽,简单运输,上级排放源名称1,一次混合机,JSSG_QD_YS5_2029
原料烧结厂,原料烧结厂五车间,5#烧结,JSSG_QD_YS5_1599,5#烧结一次混合机卸料至H2-1皮带机,简单运输,上级排放源名称1,一次混合机,JSSG_QD_YS5_2029
原料烧结厂,原料烧结厂五车间,5#烧结,JSSG_QD_YS5_1600,5#烧结H2-1皮带机卸料至二次混合机,简单运输,上级排放源名称1,5#烧结一次混合机卸料至H2-1皮带机,JSSG_QD_YS5_1599
原料烧结厂,原料烧结厂五车间,5#烧结,JSSG_QD_YS5_1601,二次混合机入口清理溜槽,简单运输,上级排放源名称1,二次混合机,JSSG_QD_YS5_2030
