一级单位,二级单位,三级单位,清单ID,排放源名称,清单属性,上级排放源序号,上级排放源名称,上级排放源编号
原料烧结厂,原料烧结厂五车间,5#烧结,JSSG_QD_YS5_1602,5#烧结二次混合机卸料至Z4-1皮带机,简单运输,上级排放源名称1,二次混合机,JSSG_QD_YS5_2030
原料烧结厂,原料烧结厂五车间,5#烧结,JSSG_QD_YS5_1603,5#烧结Z6-1皮带机机头卸料点,简单运输,上级排放源名称1,板式给矿机卸料至Z6-1,JSSG_QD_YS5_1664
原料烧结厂,原料烧结厂五车间,5#烧结,JSSG_QD_YS5_1604,PL-5皮带机尾受料点,简单运输,上级排放源名称1,5#烧结Z6-2皮带机机头卸料点,JSSG_QD_YS5_1589
原料烧结厂,原料烧结厂五车间,5#烧结,JSSG_QD_YS5_1735,@YS5_5S_1#集中灰仓,料仓,上级排放源名称1,5#烧结机尾除尘器,JSSG_QD_YS5_0000
原料烧结厂,原料烧结厂五车间,5#烧结,JSSG_QD_YS5_1605,1#集中灰仓卸灰阀出料口,简单运输,上级排放源名称1,@YS5_5S_1#集中灰仓,JSSG_QD_YS5_1735
原料烧结厂,原料烧结厂五车间,5#烧结,JSSG_QD_YS5_1606,1#集中灰仓电子秤下料口,简单运输,上级排放源名称1,1#集中灰仓卸灰阀出料口,JSSG_QD_YS5_1605
原料烧结厂,原料烧结厂五车间,5#烧结,JSSG_QD_YS5_1736,@YS5_5S_2#集中灰仓,料仓,上级排放源名称1,5#烧结整粒除尘器,JSSG_QD_YS5_0000
原料烧结厂,原料烧结厂五车间,5#烧结,JSSG_QD_YS5_1607,2#集中灰仓卸灰阀出料口,简单运输,上级排放源名称1,@YS5_5S_2#集中灰仓,JSSG_QD_YS5_1736
原料烧结厂,原料烧结厂五车间,5#烧结,JSSG_QD_YS5_1608,2#集中灰仓电子秤下料口,简单运输,上级排放源名称1,2#集中灰仓卸灰阀出料口,JSSG_QD_YS5_1607
原料烧结厂,原料烧结厂五车间,5#烧结,JSSG_QD_YS5_1609,H1-1皮带受料点（1#集中灰仓下料口）,简单运输,上级排放源名称1,1#集中灰仓电子秤下料口,JSSG_QD_YS5_1606
原料烧结厂,原料烧结厂五车间,5#烧结,JSSG_QD_YS5_1610,H1-1皮带受料点（2#集中灰仓下料口）,简单运输,上级排放源名称1,2#集中灰仓电子秤下料口,JSSG_QD_YS5_1608
原料烧结厂,原料烧结厂五车间,5#烧结,JSSG_QD_YS5_1611,5#烧结Z4-2皮带机机头卸料点,简单运输,上级排放源名称1,Z4-2胶带机尾受料点,JSSG_QD_YS5_1432
原料烧结厂,原料烧结厂五车间,5#烧结,JSSG_QD_YS5_1612,5#烧结S-2皮带机机尾受料点,简单运输,上级排放源名称1,5#烧结Z4-2皮带机机头卸料点,JSSG_QD_YS5_1611
原料烧结厂,原料烧结厂五车间,5#烧结,JSSG_QD_YS5_1613,5#烧结S-2皮带机受料点（清理溜槽）,简单运输,上级排放源名称1,清理溜槽,JSSG_QD_YS5_0000
原料烧结厂,原料烧结厂五车间,5#烧结,JSSG_QD_YS5_1614,5#烧结S-2皮带机机头卸料点,简单运输,上级排放源名称1,5#烧结S-2皮带机机尾受料点,JSSG_QD_YS5_1612
原料烧结厂,原料烧结厂五车间,5#烧结,JSSG_QD_YS5_1615,Z4-1皮带机机头卸料点,简单运输,上级排放源名称1,5#烧结二次混合机卸料至Z4-1皮带机,JSSG_QD_YS5_1602
原料烧结厂,原料烧结厂五车间,5#烧结,JSSG_QD_YS5_1616,5#烧结S-1皮带机机尾受料点,简单运输,上级排放源名称1,Z4-1皮带机机头卸料点,JSSG_QD_YS5_1615
原料烧结厂,原料烧结厂五车间,5#烧结,JSSG_QD_YS5_1617,5#烧结S-1皮带机机头卸料点,简单运输,上级排放源名称1,5#烧结S-1皮带机机尾受料点,JSSG_QD_YS5_1616
原料烧结厂,原料烧结厂五车间,5#烧结,JSSG_QD_YS5_1618,梭式布料小车受料点,简单运输,上级排放源名称1,5#烧结S-1皮带机机头卸料点,JSSG_QD_YS5_1617
原料烧结厂,原料烧结厂五车间,5#烧结,JSSG_QD_YS5_1619,梭式布料小车机头卸料点,简单运输,上级排放源名称1,梭式布料小车受料点,JSSG_QD_YS5_1618
原料烧结厂,原料烧结厂五车间,5#烧结,JSSG_QD_YS5_1620,铺底料仓卸料至烧结机台车,简单运输,上级排放源名称1,5#烧结S-2皮带机机头卸料点,JSSG_QD_YS5_1614
原料烧结厂,原料烧结厂五车间,5#烧结,JSSG_QD_YS5_1621,机头料仓卸料至烧结机台车,简单运输,上级排放源名称1,梭式布料小车机头卸料点,JSSG_QD_YS5_1619
原料烧结厂,原料烧结厂五车间,5#烧结,JSSG_QD_YS5_1622,烧结机机尾卸料点,简单运输,上级排放源名称1,5#烧结机,JSSG_QD_YS5_2033
原料烧结厂,原料烧结厂五车间,5#烧结,JSSG_QD_YS5_1623,Z3-1G皮带受料点（破碎除尘灰）,简单运输,上级排放源名称1,破碎除尘,JSSG_QD_YS5_0000
原料烧结厂,原料烧结厂五车间,5#烧结,JSSG_QD_YS5_1624,5#烧结环冷机1#卸灰阀,简单运输,上级排放源名称1,5#烧结环冷机,JSSG_QD_YS5_2031
原料烧结厂,原料烧结厂五车间,5#烧结,JSSG_QD_YS5_1625,5#烧结环冷机2#卸灰阀,简单运输,上级排放源名称1,5#烧结环冷机,JSSG_QD_YS5_2031
原料烧结厂,原料烧结厂五车间,5#烧结,JSSG_QD_YS5_1626,5#烧结环冷机3#卸灰阀,简单运输,上级排放源名称1,5#烧结环冷机,JSSG_QD_YS5_2031
原料烧结厂,原料烧结厂五车间,5#烧结,JSSG_QD_YS5_1627,5#烧结环冷机4#卸灰阀,简单运输,上级排放源名称1,5#烧结环冷机,JSSG_QD_YS5_2031
原料烧结厂,原料烧结厂五车间,5#烧结,JSSG_QD_YS5_1628,5#烧结环冷机5#卸灰阀,简单运输,上级排放源名称1,5#烧结环冷机,JSSG_QD_YS5_2031
原料烧结厂,原料烧结厂五车间,5#烧结,JSSG_QD_YS5_1629,5#烧结环冷机6#卸灰阀,简单运输,上级排放源名称1,5#烧结环冷机,JSSG_QD_YS5_2031
原料烧结厂,原料烧结厂五车间,5#烧结,JSSG_QD_YS5_1630,5#烧结环冷机7#卸灰阀,简单运输,上级排放源名称1,5#烧结环冷机,JSSG_QD_YS5_2031
原料烧结厂,原料烧结厂五车间,5#烧结,JSSG_QD_YS5_1631,5#烧结环冷机8#卸灰阀,简单运输,上级排放源名称1,5#烧结环冷机,JSSG_QD_YS5_2031
原料烧结厂,原料烧结厂五车间,5#烧结,JSSG_QD_YS5_1632,5#烧结环冷机9#卸灰阀,简单运输,上级排放源名称1,5#烧结环冷机,JSSG_QD_YS5_2031
原料烧结厂,原料烧结厂五车间,5#烧结,JSSG_QD_YS5_1633,5#烧结环冷机10#卸灰阀,简单运输,上级排放源名称1,5#烧结环冷机,JSSG_QD_YS5_2031
原料烧结厂,原料烧结厂五车间,5#烧结,JSSG_QD_YS5_1634,5#烧结环冷机11#卸灰阀,简单运输,上级排放源名称1,5#烧结环冷机,JSSG_QD_YS5_2031
原料烧结厂,原料烧结厂五车间,5#烧结,JSSG_QD_YS5_1635,5#烧结环冷机12#卸灰阀,简单运输,上级排放源名称1,5#烧结环冷机,JSSG_QD_YS5_2031
原料烧结厂,原料烧结厂五车间,5#烧结,JSSG_QD_YS5_1636,5#烧结环冷机13#卸灰阀,简单运输,上级排放源名称1,5#烧结环冷机,JSSG_QD_YS5_2031
原料烧结厂,原料烧结厂五车间,5#烧结,JSSG_QD_YS5_1637,5#烧结环冷机14#卸灰阀,简单运输,上级排放源名称1,5#烧结环冷机,JSSG_QD_YS5_2031
原料烧结厂,原料烧结厂五车间,5#烧结,JSSG_QD_YS5_1638,5#烧结环冷机15#卸灰阀,简单运输,上级排放源名称1,5#烧结环冷机,JSSG_QD_YS5_2031
原料烧结厂,原料烧结厂五车间,5#烧结,JSSG_QD_YS5_1639,5#烧结环冷机16#卸灰阀,简单运输,上级排放源名称1,5#烧结环冷机,JSSG_QD_YS5_2031
原料烧结厂,原料烧结厂五车间,5#烧结,JSSG_QD_YS5_1640,5#烧结环冷机17#卸灰阀,简单运输,上级排放源名称1,5#烧结环冷机,JSSG_QD_YS5_2031
原料烧结厂,原料烧结厂五车间,5#烧结,JSSG_QD_YS5_1641,5#烧结环冷机18#卸灰阀,简单运输,上级排放源名称1,5#烧结环冷机,JSSG_QD_YS5_2031
原料烧结厂,原料烧结厂五车间,5#烧结,JSSG_QD_YS5_1642,5#烧结环冷机19#卸灰阀,简单运输,上级排放源名称1,5#烧结环冷机,JSSG_QD_YS5_2031
原料烧结厂,原料烧结厂五车间,5#烧结,JSSG_QD_YS5_1643,5#烧结环冷机20#卸灰阀,简单运输,上级排放源名称1,5#烧结环冷机,JSSG_QD_YS5_2031
原料烧结厂,原料烧结厂五车间,5#烧结,JSSG_QD_YS5_1644,5#烧结环冷机21#卸灰阀,简单运输,上级排放源名称1,5#烧结环冷机,JSSG_QD_YS5_2031
原料烧结厂,原料烧结厂五车间,5#烧结,JSSG_QD_YS5_1645,5#烧结环冷机22#卸灰阀,简单运输,上级排放源名称1,5#烧结环冷机,JSSG_QD_YS5_2031
原料烧结厂,原料烧结厂五车间,5#烧结,JSSG_QD_YS5_1646,5#烧结环冷机1#三角散料斗,简单运输,上级排放源名称1,5#烧结环冷机,JSSG_QD_YS5_2031
原料烧结厂,原料烧结厂五车间,5#烧结,JSSG_QD_YS5_1647,5#烧结环冷机2#三角散料斗,简单运输,上级排放源名称1,5#烧结环冷机,JSSG_QD_YS5_2031
原料烧结厂,原料烧结厂五车间,5#烧结,JSSG_QD_YS5_1648,5#烧结环冷机3#三角散料斗,简单运输,上级排放源名称1,5#烧结环冷机,JSSG_QD_YS5_2031
原料烧结厂,原料烧结厂五车间,5#烧结,JSSG_QD_YS5_1649,5#烧结环冷机4#三角散料斗,简单运输,上级排放源名称1,5#烧结环冷机,JSSG_QD_YS5_2031
原料烧结厂,原料烧结厂五车间,5#烧结,JSSG_QD_YS5_1650,5#烧结环冷机5#三角散料斗,简单运输,上级排放源名称1,5#烧结环冷机,JSSG_QD_YS5_2031
原料烧结厂,原料烧结厂五车间,5#烧结,JSSG_QD_YS5_1651,5#烧结环冷机6#三角散料斗,简单运输,上级排放源名称1,5#烧结环冷机,JSSG_QD_YS5_2031
原料烧结厂,原料烧结厂五车间,5#烧结,JSSG_QD_YS5_1652,5#烧结环冷机7#三角散料斗,简单运输,上级排放源名称1,5#烧结环冷机,JSSG_QD_YS5_2031
原料烧结厂,原料烧结厂五车间,5#烧结,JSSG_QD_YS5_1653,5#烧结环冷机8#三角散料斗,简单运输,上级排放源名称1,5#烧结环冷机,JSSG_QD_YS5_2031
原料烧结厂,原料烧结厂五车间,5#烧结,JSSG_QD_YS5_1654,5#烧结环冷机9#三角散料斗,简单运输,上级排放源名称1,5#烧结环冷机,JSSG_QD_YS5_2031
原料烧结厂,原料烧结厂五车间,5#烧结,JSSG_QD_YS5_1655,5#烧结环冷机10#三角散料斗,简单运输,上级排放源名称1,5#烧结环冷机,JSSG_QD_YS5_2031
原料烧结厂,原料烧结厂五车间,5#烧结,JSSG_QD_YS5_1656,5#烧结环冷机11#三角散料斗,简单运输,上级排放源名称1,5#烧结环冷机,JSSG_QD_YS5_2031
原料烧结厂,原料烧结厂五车间,5#烧结,JSSG_QD_YS5_1657,5#烧结环冷机12#三角散料斗,简单运输,上级排放源名称1,5#烧结环冷机,JSSG_QD_YS5_2031
原料烧结厂,原料烧结厂五车间,5#烧结,JSSG_QD_YS5_1658,5#烧结环冷机13#三角散料斗,简单运输,上级排放源名称1,5#烧结环冷机,JSSG_QD_YS5_2031
原料烧结厂,原料烧结厂五车间,5#烧结,JSSG_QD_YS5_1659,5#烧结环冷机14#三角散料斗,简单运输,上级排放源名称1,5#烧结环冷机,JSSG_QD_YS5_2031
原料烧结厂,原料烧结厂五车间,5#烧结,JSSG_QD_YS5_1660,5#烧结环冷机15#三角散料斗,简单运输,上级排放源名称1,5#烧结环冷机,JSSG_QD_YS5_2031
原料烧结厂,原料烧结厂五车间,5#烧结,JSSG_QD_YS5_1661,单辊给矿斗卸料至环冷机台车,简单运输,上级排放源名称1,单辊破碎机,JSSG_QD_YS5_2032
原料烧结厂,原料烧结厂五车间,5#烧结,JSSG_QD_YS5_1662,环冷机台车卸料至给料斗,简单运输,上级排放源名称1,单辊给矿斗卸料至环冷机台车,JSSG_QD_YS5_1661
原料烧结厂,原料烧结厂五车间,5#烧结,JSSG_QD_YS5_1663,板式给矿机给料斗卸料至板式给矿机,简单运输,上级排放源名称1,环冷机台车卸料至给料斗,JSSG_QD_YS5_1662
原料烧结厂,原料烧结厂五车间,5#烧结,JSSG_QD_YS5_1664,板式给矿机卸料至Z6-1,简单运输,上级排放源名称1,板式给矿机给料斗卸料至板式给矿机,JSSG_QD_YS5_1663
原料烧结厂,原料烧结厂五车间,5#烧结,JSSG_QD_YS5_1665,环冷机散料斗卸料至Z6-1皮带,简单运输,上级排放源名称1,5#烧结环冷机,JSSG_QD_YS5_2031
原料烧结厂,原料烧结厂五车间,5#烧结,JSSG_QD_YS5_1666,卸矿小车卸料至Z6-1皮带,简单运输,上级排放源名称1,5#烧结环冷机,JSSG_QD_YS5_2031
原料烧结厂,原料烧结厂五车间,5#烧结,JSSG_QD_YS5_1667,Z6-1皮带受料点（S-5）,简单运输,上级排放源名称1,S-5皮带机头卸料点,JSSG_QD_YS5_1668
原料烧结厂,原料烧结厂五车间,5#烧结,JSSG_QD_YS5_1668,S-5皮带机头卸料点,简单运输,上级排放源名称1,烧结机小格漏斗1#溜槽卸料至S-5皮带,JSSG_QD_YS5_1686
原料烧结厂,原料烧结厂五车间,5#烧结,JSSG_QD_YS5_1669,大烟道散料斗F101双层卸灰阀卸料至S-4皮带,简单运输,上级排放源名称1,5#烧结机,JSSG_QD_YS5_2033
原料烧结厂,原料烧结厂五车间,5#烧结,JSSG_QD_YS5_1670,大烟道散料斗F102双层卸灰阀卸料至S-4皮带,简单运输,上级排放源名称1,5#烧结机,JSSG_QD_YS5_2033
原料烧结厂,原料烧结厂五车间,5#烧结,JSSG_QD_YS5_1671,大烟道散料斗F103双层卸灰阀卸料至S-4皮带,简单运输,上级排放源名称1,5#烧结机,JSSG_QD_YS5_2033
原料烧结厂,原料烧结厂五车间,5#烧结,JSSG_QD_YS5_1672,大烟道散料斗F104双层卸灰阀卸料至S-4皮带,简单运输,上级排放源名称1,5#烧结机,JSSG_QD_YS5_2033
原料烧结厂,原料烧结厂五车间,5#烧结,JSSG_QD_YS5_1673,大烟道散料斗F105双层卸灰阀卸料至S-4皮带,简单运输,上级排放源名称1,5#烧结机,JSSG_QD_YS5_2033
原料烧结厂,原料烧结厂五车间,5#烧结,JSSG_QD_YS5_1674,大烟道散料斗F106双层卸灰阀卸料至S-4皮带,简单运输,上级排放源名称1,5#烧结机,JSSG_QD_YS5_2033
原料烧结厂,原料烧结厂五车间,5#烧结,JSSG_QD_YS5_1675,大烟道散料斗F107双层卸灰阀卸料至S-4皮带,简单运输,上级排放源名称1,5#烧结机,JSSG_QD_YS5_2033
原料烧结厂,原料烧结厂五车间,5#烧结,JSSG_QD_YS5_1676,大烟道散料斗F108双层卸灰阀卸料至S-4皮带,简单运输,上级排放源名称1,5#烧结机,JSSG_QD_YS5_2033
原料烧结厂,原料烧结厂五车间,5#烧结,JSSG_QD_YS5_1677,大烟道散料斗F109双层卸灰阀卸料至S-4皮带,简单运输,上级排放源名称1,5#烧结机,JSSG_QD_YS5_2033
原料烧结厂,原料烧结厂五车间,5#烧结,JSSG_QD_YS5_1678,大烟道散料斗F110双层卸灰阀卸料至S-4皮带,简单运输,上级排放源名称1,5#烧结机,JSSG_QD_YS5_2033
原料烧结厂,原料烧结厂五车间,5#烧结,JSSG_QD_YS5_1679,大烟道散料斗F111双层卸灰阀卸料至S-4皮带,简单运输,上级排放源名称1,5#烧结机,JSSG_QD_YS5_2033
原料烧结厂,原料烧结厂五车间,5#烧结,JSSG_QD_YS5_1680,大烟道散料斗F112双层卸灰阀卸料至S-4皮带,简单运输,上级排放源名称1,5#烧结机,JSSG_QD_YS5_2033
原料烧结厂,原料烧结厂五车间,5#烧结,JSSG_QD_YS5_1681,大烟道散料斗F113双层卸灰阀卸料至S-4皮带,简单运输,上级排放源名称1,5#烧结机,JSSG_QD_YS5_2033
原料烧结厂,原料烧结厂五车间,5#烧结,JSSG_QD_YS5_1682,大烟道散料斗F114双层卸灰阀卸料至S-4皮带,简单运输,上级排放源名称1,5#烧结机,JSSG_QD_YS5_2033
原料烧结厂,原料烧结厂五车间,5#烧结,JSSG_QD_YS5_1683,大烟道散料斗F115双层卸灰阀卸料至S-4皮带,简单运输,上级排放源名称1,5#烧结机,JSSG_QD_YS5_2033
原料烧结厂,原料烧结厂五车间,5#烧结,JSSG_QD_YS5_1684,大烟道散料斗F116双层卸灰阀卸料至S-4皮带,简单运输,上级排放源名称1,5#烧结机,JSSG_QD_YS5_2033
原料烧结厂,原料烧结厂五车间,5#烧结,JSSG_QD_YS5_1685,大烟道散料斗F117双层卸灰阀卸料至S-4皮带,简单运输,上级排放源名称1,5#烧结机,JSSG_QD_YS5_2033
原料烧结厂,原料烧结厂五车间,5#烧结,JSSG_QD_YS5_1686,烧结机小格漏斗1#溜槽卸料至S-5皮带,简单运输,上级排放源名称1,5#烧结机,JSSG_QD_YS5_2033
原料烧结厂,原料烧结厂五车间,5#烧结,JSSG_QD_YS5_1687,烧结机小格漏斗2#溜槽卸料至S-5皮带,简单运输,上级排放源名称1,5#烧结机,JSSG_QD_YS5_2033
原料烧结厂,原料烧结厂五车间,5#烧结,JSSG_QD_YS5_1688,烧结机小格漏斗3#溜槽卸料至S-5皮带,简单运输,上级排放源名称1,5#烧结机,JSSG_QD_YS5_2033
原料烧结厂,原料烧结厂五车间,5#烧结,JSSG_QD_YS5_1689,烧结机小格漏斗4#溜槽卸料至S-5皮带,简单运输,上级排放源名称1,5#烧结机,JSSG_QD_YS5_2033
原料烧结厂,原料烧结厂五车间,5#烧结,JSSG_QD_YS5_1690,烧结机小格漏斗5#溜槽卸料至S-5皮带,简单运输,上级排放源名称1,5#烧结机,JSSG_QD_YS5_2033
原料烧结厂,原料烧结厂五车间,5#烧结,JSSG_QD_YS5_1691,烧结机小格漏斗6#溜槽卸料至S-5皮带,简单运输,上级排放源名称1,5#烧结机,JSSG_QD_YS5_2033
原料烧结厂,原料烧结厂五车间,5#烧结,JSSG_QD_YS5_1692,烧结机小格漏斗7#溜槽卸料至S-5皮带,简单运输,上级排放源名称1,5#烧结机,JSSG_QD_YS5_2033
原料烧结厂,原料烧结厂五车间,5#烧结,JSSG_QD_YS5_1693,烧结机小格漏斗8#溜槽卸料至S-5皮带,简单运输,上级排放源名称1,5#烧结机,JSSG_QD_YS5_2033
原料烧结厂,原料烧结厂五车间,5#烧结,JSSG_QD_YS5_1694,烧结机小格漏斗9#溜槽卸料至S-5皮带,简单运输,上级排放源名称1,5#烧结机,JSSG_QD_YS5_2033
原料烧结厂,原料烧结厂五车间,5#烧结,JSSG_QD_YS5_1695,烧结机小格漏斗10#溜槽卸料至S-5皮带,简单运输,上级排放源名称1,5#烧结机,JSSG_QD_YS5_2033
原料烧结厂,原料烧结厂五车间,5#烧结,JSSG_QD_YS5_1696,烧结机小格漏斗11#溜槽卸料至S-5皮带,简单运输,上级排放源名称1,5#烧结机,JSSG_QD_YS5_2033
原料烧结厂,原料烧结厂五车间,5#烧结,JSSG_QD_YS5_1697,烧结机小格漏斗12#溜槽卸料至S-5皮带,简单运输,上级排放源名称1,5#烧结机,JSSG_QD_YS5_2033
原料烧结厂,原料烧结厂五车间,5#烧结,JSSG_QD_YS5_1698,烧结机小格漏斗13#溜槽卸料至S-5皮带,简单运输,上级排放源名称1,5#烧结机,JSSG_QD_YS5_2033
原料烧结厂,原料烧结厂五车间,5#烧结,JSSG_QD_YS5_1699,烧结机小格漏斗14#溜槽卸料至S-5皮带,简单运输,上级排放源名称1,5#烧结机,JSSG_QD_YS5_2033
原料烧结厂,原料烧结厂五车间,5#烧结,JSSG_QD_YS5_1700,烧结机小格漏斗15#溜槽卸料至S-5皮带,简单运输,上级排放源名称1,5#烧结机,JSSG_QD_YS5_2033
原料烧结厂,原料烧结厂五车间,5#烧结,JSSG_QD_YS5_1701,烧结机小格漏斗16#溜槽卸料至S-5皮带,简单运输,上级排放源名称1,5#烧结机,JSSG_QD_YS5_2033
原料烧结厂,原料烧结厂五车间,5#烧结,JSSG_QD_YS5_1702,烧结机小格漏斗17#溜槽卸料至S-5皮带,简单运输,上级排放源名称1,5#烧结机,JSSG_QD_YS5_2033
原料烧结厂,原料烧结厂五车间,5#烧结,JSSG_QD_YS5_1703,烧结机小格漏斗18#溜槽卸料至S-5皮带,简单运输,上级排放源名称1,5#烧结机,JSSG_QD_YS5_2033
原料烧结厂,原料烧结厂五车间,5#烧结,JSSG_QD_YS5_1704,烧结机小格漏斗19#溜槽卸料至S-5皮带,简单运输,上级排放源名称1,5#烧结机,JSSG_QD_YS5_2033
原料烧结厂,原料烧结厂五车间,5#烧结,JSSG_QD_YS5_1705,烧结机小格漏斗20#溜槽卸料至S-5皮带,简单运输,上级排放源名称1,5#烧结机,JSSG_QD_YS5_2033
原料烧结厂,原料烧结厂五车间,5#烧结,JSSG_QD_YS5_1706,烧结机小格漏斗21#溜槽卸料至S-5皮带,简单运输,上级排放源名称1,5#烧结机,JSSG_QD_YS5_2033
原料烧结厂,原料烧结厂五车间,5#烧结,JSSG_QD_YS5_1707,烧结机小格漏斗22#溜槽卸料至S-5皮带,简单运输,上级排放源名称1,5#烧结机,JSSG_QD_YS5_2033
原料烧结厂,原料烧结厂五车间,新1#烧结,JSSG_QD_YS5_1708,卸矿小车卸料至Z5-1皮带,简单运输,上级排放源名称1,环冷机,JSSG_QD_YS5_2005
原料烧结厂,原料烧结厂五车间,新1#烧结,JSSG_QD_YS5_1709,二次混合机入口散料溜槽,简单运输,上级排放源名称1,二次混合机,JSSG_QD_YS5_2002
原料烧结厂,原料烧结厂五车间,新1#烧结,JSSG_QD_YS5_1710,Y102K管带机机尾受料点,简单运输,上级排放源名称1,Z9-1皮带机头卸料点,JSSG_QD_YS5_1346
原料烧结厂,原料烧结厂五车间,新1#烧结,JSSG_QD_YS5_1711,Y102K管带机机头卸料点,简单运输,上级排放源名称1,Y102K管带机机尾受料点,JSSG_QD_YS5_1710
