一级单位,二级单位,三级单位,清单ID,排放源名称,清单属性,上级排放源编号1,上级排放源名称1,上级排放源编号2,上级排放源名称2,上级排放源编号3,上级排放源名称3,上级排放源编号4,上级排放源名称4,上级排放源编号5,上级排放源名称5,上级排放源编号6,上级排放源名称6,上级排放源编号7,上级排放源名称7,上级排放源编号8,上级排放源名称8,上级排放源编号9,上级排放源名称9,上级排放源编号10,上级排放源名称10,上级排放源编号11,上级排放源名称11,上级排放源编号12,上级排放源名称12,上级排放源编号13,上级排放源名称13,上级排放源编号14,上级排放源名称14,上级排放源编号15,上级排放源名称15,上级排放源编号16,上级排放源名称16,上级排放源编号17,上级排放源名称17,上级排放源编号18,上级排放源名称18,上级排放源编号19,上级排放源名称19,上级排放源编号20,上级排放源名称20,上级排放源编号21,上级排放源名称21,上级排放源编号22,上级排放源名称22,上级排放源编号23,上级排放源名称23,上级排放源编号24,上级排放源名称24,上级排放源编号25,上级排放源名称25,上级排放源编号26,上级排放源名称26,上级排放源编号27,上级排放源名称27,上级排放源编号28,上级排放源名称28,上级排放源编号29,上级排放源名称29,上级排放源编号30,上级排放源名称30,上级排放源编号31,上级排放源名称31,上级排放源编号32,上级排放源名称32,上级排放源编号33,上级排放源名称33,上级排放源编号34,上级排放源名称34,上级排放源编号35,上级排放源名称35,上级排放源编号36,上级排放源名称36,上级排放源编号37,上级排放源名称37,上级排放源编号38,上级排放源名称38,上级排放源编号39,上级排放源名称39,上级排放源编号40,上级排放源名称40,上级排放源编号41,上级排放源名称41,上级排放源编号42,上级排放源名称42,上级排放源编号43,上级排放源名称43,上级排放源编号44,上级排放源名称44
原料烧结厂,原料烧结厂四车间,4#烧结,JSSG_QD_YS4_1001,17#仓至电子秤落料,简单运输,JSSG_QD_YS4_1525,@YS4_4S_配料17#仓,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
原料烧结厂,原料烧结厂四车间,4#烧结,JSSG_QD_YS4_1002,17#电子秤给料接4H1-1,简单运输,JSSG_QD_YS4_1001,17#仓至电子秤落料,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
原料烧结厂,原料烧结厂四车间,4#烧结,JSSG_QD_YS4_1526,@YS4_4S_配料16#仓,料仓,JSSG_QD_YS4_0000,罐车气力输送,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
原料烧结厂,原料烧结厂四车间,4#烧结,JSSG_QD_YS4_1003,16#仓至电子秤落料,简单运输,JSSG_QD_YS4_1526,@YS4_4S_配料16#仓,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
原料烧结厂,原料烧结厂四车间,4#烧结,JSSG_QD_YS4_1004,16#电子秤给料接4H1-1,简单运输,JSSG_QD_YS4_1003,16#仓至电子秤落料,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
原料烧结厂,原料烧结厂四车间,4#烧结,JSSG_QD_YS4_1527,@YS4_4S_配料15#仓,料仓,JSSG_QD_YS4_1492,PL-4皮带给料进仓,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
原料烧结厂,原料烧结厂四车间,4#烧结,JSSG_QD_YS4_1005,15#仓至电子秤落料,简单运输,JSSG_QD_YS4_1527,@YS4_4S_配料15#仓,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
原料烧结厂,原料烧结厂四车间,4#烧结,JSSG_QD_YS4_1006,15#电子秤给料接4H1-1,简单运输,JSSG_QD_YS4_1005,15#仓至电子秤落料,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
原料烧结厂,原料烧结厂四车间,4#烧结,JSSG_QD_YS4_1528,@YS4_4S_配料14#仓,料仓,JSSG_QD_YS4_1492,PL-4皮带给料进仓,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
原料烧结厂,原料烧结厂四车间,4#烧结,JSSG_QD_YS4_1007,14#仓至电子秤落料,简单运输,JSSG_QD_YS4_1528,@YS4_4S_配料14#仓,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
原料烧结厂,原料烧结厂四车间,4#烧结,JSSG_QD_YS4_1008,14#电子秤给料接4H1-1,简单运输,JSSG_QD_YS4_1007,14#仓至电子秤落料,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
原料烧结厂,原料烧结厂四车间,4#烧结,JSSG_QD_YS4_1529,@YS4_4S_配料13b#仓,料仓,JSSG_QD_YS4_1444,PL-8G受料（8PL-5给料）,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
原料烧结厂,原料烧结厂四车间,4#烧结,JSSG_QD_YS4_1009,13b仓至电子秤落料,简单运输,JSSG_QD_YS4_1529,@YS4_4S_配料13b#仓,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
原料烧结厂,原料烧结厂四车间,4#烧结,JSSG_QD_YS4_1010,13b电子秤给料接4H1-1,简单运输,JSSG_QD_YS4_1009,13b仓至电子秤落料,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
原料烧结厂,原料烧结厂四车间,4#烧结,JSSG_QD_YS4_1530,@YS4_4S_配料13a#仓,料仓,JSSG_QD_YS4_1444,PL-8G受料（8PL-5给料）,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
原料烧结厂,原料烧结厂四车间,4#烧结,JSSG_QD_YS4_1011,13a仓至电子秤落料,简单运输,JSSG_QD_YS4_1530,@YS4_4S_配料13a#仓,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
原料烧结厂,原料烧结厂四车间,4#烧结,JSSG_QD_YS4_1012,13a电子秤给料接4H1-1,简单运输,JSSG_QD_YS4_1011,13a仓至电子秤落料,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
原料烧结厂,原料烧结厂四车间,4#烧结,JSSG_QD_YS4_1531,@YS4_4S_配料12b#仓,料仓,JSSG_QD_YS4_1442,PL-6皮带机头给料进仓,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
原料烧结厂,原料烧结厂四车间,4#烧结,JSSG_QD_YS4_1013,12b仓至电子秤落料,简单运输,JSSG_QD_YS4_1531,@YS4_4S_配料12b#仓,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
原料烧结厂,原料烧结厂四车间,4#烧结,JSSG_QD_YS4_1014,12b电子秤给料接4H1-1,简单运输,JSSG_QD_YS4_1013,12b仓至电子秤落料,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
原料烧结厂,原料烧结厂四车间,4#烧结,JSSG_QD_YS4_1532,@YS4_4S_配料12a#仓,料仓,JSSG_QD_YS4_1442,PL-6皮带机头给料进仓,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
原料烧结厂,原料烧结厂四车间,4#烧结,JSSG_QD_YS4_1015,12a仓至电子秤落料,简单运输,JSSG_QD_YS4_1532,@YS4_4S_配料12a#仓,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
原料烧结厂,原料烧结厂四车间,4#烧结,JSSG_QD_YS4_1016,12a电子秤给料接4H1-1,简单运输,JSSG_QD_YS4_1015,12a仓至电子秤落料,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
原料烧结厂,原料烧结厂四车间,4#烧结,JSSG_QD_YS4_1533,@YS4_4S_配料11#仓,料仓,JSSG_QD_YS4_1451,PL-10给料进仓,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
原料烧结厂,原料烧结厂四车间,4#烧结,JSSG_QD_YS4_1017,11#仓至电子秤落料,简单运输,JSSG_QD_YS4_1533,@YS4_4S_配料11#仓,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
原料烧结厂,原料烧结厂四车间,4#烧结,JSSG_QD_YS4_1018,11#电子秤给料接4H1-1,简单运输,JSSG_QD_YS4_1017,11#仓至电子秤落料,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
原料烧结厂,原料烧结厂四车间,4#烧结,JSSG_QD_YS4_1534,@YS4_4S_配料10#仓,料仓,JSSG_QD_YS4_1451,PL-10给料进仓,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
原料烧结厂,原料烧结厂四车间,4#烧结,JSSG_QD_YS4_1019,10#仓至电子秤落料,简单运输,JSSG_QD_YS4_1534,@YS4_4S_配料10#仓,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
原料烧结厂,原料烧结厂四车间,4#烧结,JSSG_QD_YS4_1020,10#电子秤给料接4H1-1,简单运输,JSSG_QD_YS4_1019,10#仓至电子秤落料,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
原料烧结厂,原料烧结厂四车间,4#烧结,JSSG_QD_YS4_1535,@YS4_4S_配料9#仓,料仓,JSSG_QD_YS4_1451,PL-10给料进仓,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
原料烧结厂,原料烧结厂四车间,4#烧结,JSSG_QD_YS4_1021,9#仓至电子秤落料,简单运输,JSSG_QD_YS4_1535,@YS4_4S_配料9#仓,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
原料烧结厂,原料烧结厂四车间,4#烧结,JSSG_QD_YS4_1022,9#电子秤给料接4H1-1,简单运输,JSSG_QD_YS4_1021,9#仓至电子秤落料,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
原料烧结厂,原料烧结厂四车间,4#烧结,JSSG_QD_YS4_1536,@YS4_4S_配料8#仓,料仓,JSSG_QD_YS4_1451,PL-10给料进仓,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
原料烧结厂,原料烧结厂四车间,4#烧结,JSSG_QD_YS4_1023,8#仓至电子秤落料,简单运输,JSSG_QD_YS4_1536,@YS4_4S_配料8#仓,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
原料烧结厂,原料烧结厂四车间,4#烧结,JSSG_QD_YS4_1024,8#电子秤给料接4H1-1,简单运输,JSSG_QD_YS4_1023,8#仓至电子秤落料,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
原料烧结厂,原料烧结厂四车间,4#烧结,JSSG_QD_YS4_1537,@YS4_4S_配料7#仓,料仓,JSSG_QD_YS4_1451,PL-10给料进仓,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
原料烧结厂,原料烧结厂四车间,4#烧结,JSSG_QD_YS4_1025,7#仓至电子秤落料,简单运输,JSSG_QD_YS4_1537,@YS4_4S_配料7#仓,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
原料烧结厂,原料烧结厂四车间,4#烧结,JSSG_QD_YS4_1026,7#电子秤给料接4H1-1,简单运输,JSSG_QD_YS4_1025,7#仓至电子秤落料,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
原料烧结厂,原料烧结厂四车间,4#烧结,JSSG_QD_YS4_1538,@YS4_4S_配料6#仓,料仓,JSSG_QD_YS4_1281,布料小车给料进仓（1#-6#）,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
原料烧结厂,原料烧结厂四车间,4#烧结,JSSG_QD_YS4_1027,6#仓至电子秤落料,简单运输,JSSG_QD_YS4_1538,@YS4_4S_配料6#仓,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
原料烧结厂,原料烧结厂四车间,4#烧结,JSSG_QD_YS4_1028,6#电子秤给料接4H1-1,简单运输,JSSG_QD_YS4_1027,6#仓至电子秤落料,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
原料烧结厂,原料烧结厂四车间,4#烧结,JSSG_QD_YS4_1539,@YS4_4S_配料5#仓,料仓,JSSG_QD_YS4_1281,布料小车给料进仓（1#-6#）,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
原料烧结厂,原料烧结厂四车间,4#烧结,JSSG_QD_YS4_1029,5#仓至电子秤落料,简单运输,JSSG_QD_YS4_1539,@YS4_4S_配料5#仓,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
原料烧结厂,原料烧结厂四车间,4#烧结,JSSG_QD_YS4_1030,5#电子秤给料接4H1-1,简单运输,JSSG_QD_YS4_1029,5#仓至电子秤落料,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
原料烧结厂,原料烧结厂四车间,4#烧结,JSSG_QD_YS4_1540,@YS4_4S_配料4#仓,料仓,JSSG_QD_YS4_1281,布料小车给料进仓（1#-6#）,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
原料烧结厂,原料烧结厂四车间,4#烧结,JSSG_QD_YS4_1031,4#仓至电子秤落料,简单运输,JSSG_QD_YS4_1540,@YS4_4S_配料4#仓,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
原料烧结厂,原料烧结厂四车间,4#烧结,JSSG_QD_YS4_1032,4#电子秤给料接4H1-1,简单运输,JSSG_QD_YS4_1031,4#仓至电子秤落料,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
原料烧结厂,原料烧结厂四车间,4#烧结,JSSG_QD_YS4_1541,@YS4_4S_配料3#仓,料仓,JSSG_QD_YS4_1281,布料小车给料进仓（1#-6#）,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
原料烧结厂,原料烧结厂四车间,4#烧结,JSSG_QD_YS4_1033,3#仓至电子秤落料,简单运输,JSSG_QD_YS4_1541,@YS4_4S_配料3#仓,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
原料烧结厂,原料烧结厂四车间,4#烧结,JSSG_QD_YS4_1034,3#电子秤给料接4H1-1,简单运输,JSSG_QD_YS4_1033,3#仓至电子秤落料,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
原料烧结厂,原料烧结厂四车间,4#烧结,JSSG_QD_YS4_1542,@YS4_4S_配料2#仓,料仓,JSSG_QD_YS4_1281,布料小车给料进仓（1#-6#）,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
原料烧结厂,原料烧结厂四车间,4#烧结,JSSG_QD_YS4_1035,2#仓至电子秤落料,简单运输,JSSG_QD_YS4_1542,@YS4_4S_配料2#仓,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
原料烧结厂,原料烧结厂四车间,4#烧结,JSSG_QD_YS4_1036,2#电子秤给料接4H1-1,简单运输,JSSG_QD_YS4_1035,2#仓至电子秤落料,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
原料烧结厂,原料烧结厂四车间,4#烧结,JSSG_QD_YS4_1543,@YS4_4S_配料1#仓,料仓,JSSG_QD_YS4_1281,布料小车给料进仓（1#-6#）,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
原料烧结厂,原料烧结厂四车间,4#烧结,JSSG_QD_YS4_1037,1#仓至电子秤落料,简单运输,JSSG_QD_YS4_1543,@YS4_4S_配料1#仓,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
原料烧结厂,原料烧结厂四车间,4#烧结,JSSG_QD_YS4_1038,1#电子秤给料接4H1-1,简单运输,JSSG_QD_YS4_1037,1#仓至电子秤落料,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
原料烧结厂,原料烧结厂四车间,8#烧结,JSSG_QD_YS4_1543,@YS4_8S_配料1#仓,料仓,JSSG_QD_YS4_1490,8PL-8皮带机头给料进仓,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
原料烧结厂,原料烧结厂四车间,8#烧结,JSSG_QD_YS4_1039,1#仓至电子秤落料,简单运输,JSSG_QD_YS4_1543,@YS4_8S_配料1#仓,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
原料烧结厂,原料烧结厂四车间,8#烧结,JSSG_QD_YS4_1040,1#电子秤给料接8H1-1,简单运输,JSSG_QD_YS4_1039,1#仓至电子秤落料,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
原料烧结厂,原料烧结厂四车间,8#烧结,JSSG_QD_YS4_1544,@YS4_8S_配料2#仓,料仓,JSSG_QD_YS4_1490,8PL-8皮带机头给料进仓,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
原料烧结厂,原料烧结厂四车间,8#烧结,JSSG_QD_YS4_1041,2#仓至电子秤落料,简单运输,JSSG_QD_YS4_1544,@YS4_8S_配料2#仓,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
原料烧结厂,原料烧结厂四车间,8#烧结,JSSG_QD_YS4_1042,2#电子秤给料接8H1-1,简单运输,JSSG_QD_YS4_1041,2#仓至电子秤落料,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
原料烧结厂,原料烧结厂四车间,8#烧结,JSSG_QD_YS4_1545,@YS4_8S_配料3#仓,料仓,JSSG_QD_YS4_1494,8PL-6皮带给料进仓,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
原料烧结厂,原料烧结厂四车间,8#烧结,JSSG_QD_YS4_1043,3#仓至电子秤落料,简单运输,JSSG_QD_YS4_1545,@YS4_8S_配料3#仓,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
原料烧结厂,原料烧结厂四车间,8#烧结,JSSG_QD_YS4_1044,3#电子秤给料接8H1-1,简单运输,JSSG_QD_YS4_1043,3#仓至电子秤落料,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
原料烧结厂,原料烧结厂四车间,8#烧结,JSSG_QD_YS4_1546,@YS4_8S_配料4#仓,料仓,JSSG_QD_YS4_1494,8PL-6皮带给料进仓,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
原料烧结厂,原料烧结厂四车间,8#烧结,JSSG_QD_YS4_1045,4#仓至电子秤落料,简单运输,JSSG_QD_YS4_1546,@YS4_8S_配料4#仓,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
原料烧结厂,原料烧结厂四车间,8#烧结,JSSG_QD_YS4_1046,4#电子秤给料接8H1-1,简单运输,JSSG_QD_YS4_1045,4#仓至电子秤落料,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
原料烧结厂,原料烧结厂四车间,8#烧结,JSSG_QD_YS4_1547,@YS4_8S_配料5#仓,料仓,JSSG_QD_YS4_1448,8PL-4皮带给料进仓（4个仓）,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
原料烧结厂,原料烧结厂四车间,8#烧结,JSSG_QD_YS4_1047,5#仓至电子秤落料,简单运输,JSSG_QD_YS4_1547,@YS4_8S_配料5#仓,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
原料烧结厂,原料烧结厂四车间,8#烧结,JSSG_QD_YS4_1048,5#电子秤给料接8H1-1,简单运输,JSSG_QD_YS4_1047,5#仓至电子秤落料,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
原料烧结厂,原料烧结厂四车间,8#烧结,JSSG_QD_YS4_1548,@YS4_8S_配料6#仓,料仓,JSSG_QD_YS4_1448,8PL-4皮带给料进仓（4个仓）,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
原料烧结厂,原料烧结厂四车间,8#烧结,JSSG_QD_YS4_1049,6#仓至电子秤落料,简单运输,JSSG_QD_YS4_1548,@YS4_8S_配料6#仓,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
原料烧结厂,原料烧结厂四车间,8#烧结,JSSG_QD_YS4_1050,6#电子秤给料接8H1-1,简单运输,JSSG_QD_YS4_1049,6#仓至电子秤落料,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
原料烧结厂,原料烧结厂四车间,8#烧结,JSSG_QD_YS4_1549,@YS4_8S_配料7#仓,料仓,JSSG_QD_YS4_1448,8PL-4皮带给料进仓（4个仓）,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
