一级单位,二级单位,三级单位,清单ID,排放源名称,清单属性,上级排放源编号1,上级排放源名称1,上级排放源编号2,上级排放源名称2,上级排放源编号3,上级排放源名称3,上级排放源编号4,上级排放源名称4,上级排放源编号5,上级排放源名称5,上级排放源编号6,上级排放源名称6,上级排放源编号7,上级排放源名称7,上级排放源编号8,上级排放源名称8,上级排放源编号9,上级排放源名称9,上级排放源编号10,上级排放源名称10,上级排放源编号11,上级排放源名称11,上级排放源编号12,上级排放源名称12,上级排放源编号13,上级排放源名称13,上级排放源编号14,上级排放源名称14,上级排放源编号15,上级排放源名称15,上级排放源编号16,上级排放源名称16,上级排放源编号17,上级排放源名称17,上级排放源编号18,上级排放源名称18,上级排放源编号19,上级排放源名称19,上级排放源编号20,上级排放源名称20,上级排放源编号21,上级排放源名称21,上级排放源编号22,上级排放源名称22,上级排放源编号23,上级排放源名称23,上级排放源编号24,上级排放源名称24,上级排放源编号25,上级排放源名称25,上级排放源编号26,上级排放源名称26,上级排放源编号27,上级排放源名称27,上级排放源编号28,上级排放源名称28,上级排放源编号29,上级排放源名称29,上级排放源编号30,上级排放源名称30,上级排放源编号31,上级排放源名称31,上级排放源编号32,上级排放源名称32,上级排放源编号33,上级排放源名称33,上级排放源编号34,上级排放源名称34,上级排放源编号35,上级排放源名称35,上级排放源编号36,上级排放源名称36,上级排放源编号37,上级排放源名称37,上级排放源编号38,上级排放源名称38,上级排放源编号39,上级排放源名称39,上级排放源编号40,上级排放源名称40,上级排放源编号41,上级排放源名称41,上级排放源编号42,上级排放源名称42,上级排放源编号43,上级排放源名称43,上级排放源编号44,上级排放源名称44
原料烧结厂,原料烧结厂四车间,8#烧结,JSSG_QD_YS4_1051,7#仓至电子秤落料,简单运输,JSSG_QD_YS4_1549,@YS4_8S_配料7#仓,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
原料烧结厂,原料烧结厂四车间,8#烧结,JSSG_QD_YS4_1052,7#电子秤给料接8H1-1,简单运输,JSSG_QD_YS4_1051,7#仓至电子秤落料,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
原料烧结厂,原料烧结厂四车间,8#烧结,JSSG_QD_YS4_1550,@YS4_8S_配料8#仓,料仓,JSSG_QD_YS4_1448,8PL-4皮带给料进仓（4个仓）,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
原料烧结厂,原料烧结厂四车间,8#烧结,JSSG_QD_YS4_1053,8#仓至电子秤落料,简单运输,JSSG_QD_YS4_1550,@YS4_8S_配料8#仓,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
原料烧结厂,原料烧结厂四车间,8#烧结,JSSG_QD_YS4_1054,8#电子秤给料接8H1-1,简单运输,JSSG_QD_YS4_1053,8#仓至电子秤落料,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
原料烧结厂,原料烧结厂四车间,8#烧结,JSSG_QD_YS4_1551,@YS4_8S_配料9#仓,料仓,JSSG_QD_YS4_0000,罐车气力输送,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
原料烧结厂,原料烧结厂四车间,8#烧结,JSSG_QD_YS4_1552,@YS4_8S_配料10#仓,料仓,JSSG_QD_YS4_0000,罐车气力输送,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
原料烧结厂,原料烧结厂四车间,8#烧结,JSSG_QD_YS4_1553,@YS4_8S_配料11#仓,料仓,JSSG_QD_YS4_1460,8PL-2皮带给料进仓,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
原料烧结厂,原料烧结厂四车间,8#烧结,JSSG_QD_YS4_1055,11#仓至电子秤落料,简单运输,JSSG_QD_YS4_1553,@YS4_8S_配料11#仓,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
原料烧结厂,原料烧结厂四车间,8#烧结,JSSG_QD_YS4_1056,11#电子秤给料接8H1-1,简单运输,JSSG_QD_YS4_1055,11#仓至电子秤落料,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
原料烧结厂,原料烧结厂四车间,8#烧结,JSSG_QD_YS4_1554,@YS4_8S_配料12#仓,料仓,JSSG_QD_YS4_1460,8PL-2皮带给料进仓,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
原料烧结厂,原料烧结厂四车间,8#烧结,JSSG_QD_YS4_1057,12#仓至电子秤落料,简单运输,JSSG_QD_YS4_1554,@YS4_8S_配料12#仓,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
原料烧结厂,原料烧结厂四车间,8#烧结,JSSG_QD_YS4_1058,12#电子秤给料接8H1-1,简单运输,JSSG_QD_YS4_1057,12#仓至电子秤落料,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
原料烧结厂,原料烧结厂四车间,8#烧结,JSSG_QD_YS4_1555,@YS4_8S_配料13#仓,料仓,JSSG_QD_YS4_1460,8PL-2皮带给料进仓,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
原料烧结厂,原料烧结厂四车间,8#烧结,JSSG_QD_YS4_1059,13#仓至电子秤落料,简单运输,JSSG_QD_YS4_1555,@YS4_8S_配料13#仓,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
原料烧结厂,原料烧结厂四车间,8#烧结,JSSG_QD_YS4_1060,13#电子秤给料接8H1-1,简单运输,JSSG_QD_YS4_1059,13#仓至电子秤落料,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
原料烧结厂,原料烧结厂四车间,8#烧结,JSSG_QD_YS4_1556,@YS4_8S_配料14#仓,料仓,JSSG_QD_YS4_1460,8PL-2皮带给料进仓,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
原料烧结厂,原料烧结厂四车间,8#烧结,JSSG_QD_YS4_1061,14#仓至电子秤落料,简单运输,JSSG_QD_YS4_1556,@YS4_8S_配料14#仓,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
原料烧结厂,原料烧结厂四车间,8#烧结,JSSG_QD_YS4_1062,14#电子秤给料接8H1-1,简单运输,JSSG_QD_YS4_1061,14#仓至电子秤落料,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
原料烧结厂,原料烧结厂四车间,8#烧结,JSSG_QD_YS4_1557,@YS4_8S_配料15#仓,料仓,JSSG_QD_YS4_1460,8PL-2皮带给料进仓,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
原料烧结厂,原料烧结厂四车间,8#烧结,JSSG_QD_YS4_1063,15#仓至电子秤落料,简单运输,JSSG_QD_YS4_1557,@YS4_8S_配料15#仓,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
原料烧结厂,原料烧结厂四车间,8#烧结,JSSG_QD_YS4_1064,15#电子秤给料接8H1-1,简单运输,JSSG_QD_YS4_1063,15#仓至电子秤落料,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
原料烧结厂,原料烧结厂四车间,8#烧结,JSSG_QD_YS4_1558,@YS4_8S_配料16#仓,料仓,JSSG_QD_YS4_1460,8PL-2皮带给料进仓,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
原料烧结厂,原料烧结厂四车间,8#烧结,JSSG_QD_YS4_1065,16#仓至电子秤落料,简单运输,JSSG_QD_YS4_1558,@YS4_8S_配料16#仓,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
原料烧结厂,原料烧结厂四车间,8#烧结,JSSG_QD_YS4_1066,16#电子秤给料接8H1-1,简单运输,JSSG_QD_YS4_1065,16#仓至电子秤落料,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
原料烧结厂,原料烧结厂四车间,8#烧结,JSSG_QD_YS4_1559,@YS4_8S_配料17#仓,料仓,JSSG_QD_YS4_1517,8HL-2机头给料进仓,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
原料烧结厂,原料烧结厂四车间,8#烧结,JSSG_QD_YS4_1067,17#仓至电子秤落料,简单运输,JSSG_QD_YS4_1559,@YS4_8S_配料17#仓,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
原料烧结厂,原料烧结厂四车间,8#烧结,JSSG_QD_YS4_1068,17#电子秤给料接8H1-1,简单运输,JSSG_QD_YS4_1067,17#仓至电子秤落料,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
原料烧结厂,原料烧结厂四车间,8#烧结,JSSG_QD_YS4_1560,@YS4_8S_配料18#仓,料仓,JSSG_QD_YS4_1517,8HL-2机头给料进仓,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
原料烧结厂,原料烧结厂四车间,8#烧结,JSSG_QD_YS4_1069,18#仓至电子秤落料,简单运输,JSSG_QD_YS4_1560,@YS4_8S_配料18#仓,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
原料烧结厂,原料烧结厂四车间,8#烧结,JSSG_QD_YS4_1070,18#电子秤给料接8H1-1,简单运输,JSSG_QD_YS4_1069,18#仓至电子秤落料,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
原料烧结厂,原料烧结厂四车间,4#烧结,JSSG_QD_YS4_1071,4H1-1受料（1#电子秤给料）,简单运输,JSSG_QD_YS4_1038,1#电子秤给料接4H1-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
原料烧结厂,原料烧结厂四车间,4#烧结,JSSG_QD_YS4_1072,4H1-1受料（2#电子秤给料）,简单运输,JSSG_QD_YS4_1036,2#电子秤给料接4H1-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
原料烧结厂,原料烧结厂四车间,4#烧结,JSSG_QD_YS4_1073,4H1-1受料（3#电子秤给料）,简单运输,JSSG_QD_YS4_1034,3#电子秤给料接4H1-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
原料烧结厂,原料烧结厂四车间,4#烧结,JSSG_QD_YS4_1074,4H1-1受料（4#电子秤给料）,简单运输,JSSG_QD_YS4_1032,4#电子秤给料接4H1-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
原料烧结厂,原料烧结厂四车间,4#烧结,JSSG_QD_YS4_1075,4H1-1受料（5#电子秤给料）,简单运输,JSSG_QD_YS4_1030,5#电子秤给料接4H1-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
原料烧结厂,原料烧结厂四车间,4#烧结,JSSG_QD_YS4_1076,4H1-1受料（6#电子秤给料）,简单运输,JSSG_QD_YS4_1028,6#电子秤给料接4H1-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
原料烧结厂,原料烧结厂四车间,4#烧结,JSSG_QD_YS4_1077,4H1-1受料（7#电子秤给料）,简单运输,JSSG_QD_YS4_1026,7#电子秤给料接4H1-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
原料烧结厂,原料烧结厂四车间,4#烧结,JSSG_QD_YS4_1078,4H1-1受料（8#电子秤给料）,简单运输,JSSG_QD_YS4_1024,8#电子秤给料接4H1-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
原料烧结厂,原料烧结厂四车间,4#烧结,JSSG_QD_YS4_1079,4H1-1受料（9#电子秤给料）,简单运输,JSSG_QD_YS4_1022,9#电子秤给料接4H1-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
原料烧结厂,原料烧结厂四车间,4#烧结,JSSG_QD_YS4_1080,4H1-1受料（10#电子秤给料）,简单运输,JSSG_QD_YS4_1020,10#电子秤给料接4H1-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
原料烧结厂,原料烧结厂四车间,4#烧结,JSSG_QD_YS4_1081,4H1-1受料（11#电子秤给料）,简单运输,JSSG_QD_YS4_1018,11#电子秤给料接4H1-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
原料烧结厂,原料烧结厂四车间,4#烧结,JSSG_QD_YS4_1082,4H1-1受料（12a电子秤给料）,简单运输,JSSG_QD_YS4_1016,12a电子秤给料接4H1-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
原料烧结厂,原料烧结厂四车间,4#烧结,JSSG_QD_YS4_1083,4H1-1受料（12b电子秤给料）,简单运输,JSSG_QD_YS4_1014,12b电子秤给料接4H1-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
原料烧结厂,原料烧结厂四车间,4#烧结,JSSG_QD_YS4_1084,4H1-1受料（13a电子秤给料）,简单运输,JSSG_QD_YS4_1012,13a电子秤给料接4H1-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
原料烧结厂,原料烧结厂四车间,4#烧结,JSSG_QD_YS4_1085,4H1-1受料（13b电子秤给料）,简单运输,JSSG_QD_YS4_1010,13b电子秤给料接4H1-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
原料烧结厂,原料烧结厂四车间,4#烧结,JSSG_QD_YS4_1086,4H1-1受料（14#电子秤给料）,简单运输,JSSG_QD_YS4_1008,14#电子秤给料接4H1-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
原料烧结厂,原料烧结厂四车间,4#烧结,JSSG_QD_YS4_1087,4H1-1受料（15#电子秤给料）,简单运输,JSSG_QD_YS4_1006,15#电子秤给料接4H1-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
原料烧结厂,原料烧结厂四车间,4#烧结,JSSG_QD_YS4_1088,4H1-1受料（16#电子秤给料）,简单运输,JSSG_QD_YS4_1004,16#电子秤给料接4H1-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
原料烧结厂,原料烧结厂四车间,4#烧结,JSSG_QD_YS4_1089,4H1-1受料（17#电子秤给料）,简单运输,JSSG_QD_YS4_1002,17#电子秤给料接4H1-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
原料烧结厂,原料烧结厂四车间,8#烧结,JSSG_QD_YS4_1090,8H1-1受料（1#电子秤给料）,简单运输,JSSG_QD_YS4_1040,1#电子秤给料接8H1-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
原料烧结厂,原料烧结厂四车间,8#烧结,JSSG_QD_YS4_1091,8H1-1受料（2#电子秤给料）,简单运输,JSSG_QD_YS4_1042,2#电子秤给料接8H1-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
原料烧结厂,原料烧结厂四车间,8#烧结,JSSG_QD_YS4_1092,8H1-1受料（3#电子秤给料）,简单运输,JSSG_QD_YS4_1044,3#电子秤给料接8H1-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
原料烧结厂,原料烧结厂四车间,8#烧结,JSSG_QD_YS4_1093,8H1-1受料（4#电子秤给料）,简单运输,JSSG_QD_YS4_1046,4#电子秤给料接8H1-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
原料烧结厂,原料烧结厂四车间,8#烧结,JSSG_QD_YS4_1094,8H1-1受料（5#电子秤给料）,简单运输,JSSG_QD_YS4_1048,5#电子秤给料接8H1-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
原料烧结厂,原料烧结厂四车间,8#烧结,JSSG_QD_YS4_1095,8H1-1受料（6#电子秤给料）,简单运输,JSSG_QD_YS4_1050,6#电子秤给料接8H1-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
原料烧结厂,原料烧结厂四车间,8#烧结,JSSG_QD_YS4_1096,8H1-1受料（7#电子秤给料）,简单运输,JSSG_QD_YS4_1052,7#电子秤给料接8H1-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
原料烧结厂,原料烧结厂四车间,8#烧结,JSSG_QD_YS4_1097,8H1-1受料（8#电子秤给料）,简单运输,JSSG_QD_YS4_1054,8#电子秤给料接8H1-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
原料烧结厂,原料烧结厂四车间,8#烧结,JSSG_QD_YS4_1098,8H1-1受料（9#电子秤给料）,简单运输,JSSG_QD_YS4_1551,@YS4_8S_配料9#仓,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
原料烧结厂,原料烧结厂四车间,8#烧结,JSSG_QD_YS4_1099,8H1-1受料（10#电子秤给料）,简单运输,JSSG_QD_YS4_1552,@YS4_8S_配料10#仓,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
原料烧结厂,原料烧结厂四车间,8#烧结,JSSG_QD_YS4_1100,8H1-1受料（11#电子秤给料）,简单运输,JSSG_QD_YS4_1056,11#电子秤给料接8H1-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
原料烧结厂,原料烧结厂四车间,8#烧结,JSSG_QD_YS4_1101,8H1-1受料（12#电子秤给料）,简单运输,JSSG_QD_YS4_1058,12#电子秤给料接8H1-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
原料烧结厂,原料烧结厂四车间,8#烧结,JSSG_QD_YS4_1102,8H1-1受料（13#电子秤给料）,简单运输,JSSG_QD_YS4_1060,13#电子秤给料接8H1-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
原料烧结厂,原料烧结厂四车间,8#烧结,JSSG_QD_YS4_1103,8H1-1受料（14#电子秤给料）,简单运输,JSSG_QD_YS4_1062,14#电子秤给料接8H1-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
原料烧结厂,原料烧结厂四车间,8#烧结,JSSG_QD_YS4_1104,8H1-1受料（15#电子秤给料）,简单运输,JSSG_QD_YS4_1064,15#电子秤给料接8H1-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
原料烧结厂,原料烧结厂四车间,8#烧结,JSSG_QD_YS4_1105,8H1-1受料（16#电子秤给料）,简单运输,JSSG_QD_YS4_1066,16#电子秤给料接8H1-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
原料烧结厂,原料烧结厂四车间,8#烧结,JSSG_QD_YS4_1106,8H1-1受料（17#电子秤给料）,简单运输,JSSG_QD_YS4_1068,17#电子秤给料接8H1-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
原料烧结厂,原料烧结厂四车间,8#烧结,JSSG_QD_YS4_1107,8H1-1受料（18#电子秤给料）,简单运输,JSSG_QD_YS4_1070,18#电子秤给料接8H1-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
原料烧结厂,原料烧结厂四车间,4#烧结,JSSG_QD_YS4_1108,4H1-1皮带受料（5-1皮带给料）,简单运输,JSSG_QD_YS4_1495,5-1皮带机头给料接4H1-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
原料烧结厂,原料烧结厂四车间,4#烧结,JSSG_QD_YS4_1561,@YS4_4S_4H1-1机头,简单运输,JSSG_QD_YS4_1071,4H1-1受料（1#电子秤给料）,JSSG_QD_YS4_1072,4H1-1受料（2#电子秤给料）,JSSG_QD_YS4_1073,4H1-1受料（3#电子秤给料）,JSSG_QD_YS4_1074,4H1-1受料（4#电子秤给料）,JSSG_QD_YS4_1075,4H1-1受料（5#电子秤给料）,JSSG_QD_YS4_1076,4H1-1受料（6#电子秤给料）,JSSG_QD_YS4_1077,4H1-1受料（7#电子秤给料）,JSSG_QD_YS4_1078,4H1-1受料（8#电子秤给料）,JSSG_QD_YS4_1079,4H1-1受料（9#电子秤给料）,JSSG_QD_YS4_1080,4H1-1受料（10#电子秤给料）,JSSG_QD_YS4_1081,4H1-1受料（11#电子秤给料）,JSSG_QD_YS4_1082,4H1-1受料（12a电子秤给料）,JSSG_QD_YS4_1083,4H1-1受料（12b电子秤给料）,JSSG_QD_YS4_1084,4H1-1受料（13a电子秤给料）,JSSG_QD_YS4_1085,4H1-1受料（13b电子秤给料）,JSSG_QD_YS4_1086,4H1-1受料（14#电子秤给料）,JSSG_QD_YS4_1087,4H1-1受料（15#电子秤给料）,JSSG_QD_YS4_1088,4H1-1受料（16#电子秤给料）,JSSG_QD_YS4_1089,4H1-1受料（17#电子秤给料）,JSSG_QD_YS4_1108,4H1-1皮带受料（5-1皮带给料）,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
原料烧结厂,原料烧结厂四车间,4#烧结,JSSG_QD_YS4_1109,4H1-1给料接一次混合机,简单运输,JSSG_QD_YS4_1561,@YS4_4S_4H1-1机头,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
